unique_id,story,selected_sentence,worker_ids,1_specificNL,1_generalNL,2_specificNL,2_generalNL,3_specificNL,3_generalNL,4_specificNL,4_generalNL,5_specificNL,5_generalNL,6_specificNL,6_generalNL,7_specificNL,7_generalNL,8_specificNL,8_generalNL,9_specificNL,9_generalNL,10_specificNL,10_generalNL
c0aaa089-e6b0-4139-9512-6b86b4b97dfc__2,Doug wanted to learn how to play a song.****He worked very hard practicing on his guitar.****He tried over and over.****One day he finally got it and it clicked for him.****Doug played the song wonderfully on the guitar.,He tried over and over.,A1NPSBHME4MVX4****ATR6RB1RULOC0****A33DSCVAUOWIQY,Doug wants to learn a song on the guitar >Causes/Enables> Doug tries to play the song over and over****Doug wants to  play a song  on  guitar >Causes/Enables> Doug tries  over and over****Doug wants to play a song on the guitar >Causes/Enables> Doug tries over and over,Someone_A wants to learn Something_A (that is a song) on Something_B (that is a musical instrument) >Causes/Enables> Someone_A tries to play Something_A over and over****Someone_A wants  to  do  Something_A (that requires practice) >Causes/Enables> Someone_A practices  Something_A a lot****Someone_A wants to do Something_A (that requires practice) >Causes/Enables> Someone_A tries over and over,Doug want(s) success >Motivates> Doug tries to play the song over and over****Doug want(s) success >Motivates> Doug tries over and over to  perfect a song****Doug feel(s) determined >Motivates> Doug tries over and over,Someone_A like(s) success at Something_A >Motivates> Someone_A practices Something_A a lot*****Someone_A like(s) success at Something_A >Motivates> Someone_A practices Something_A a lot****Someone_A feel(s) determined >Motivates> Someone_A tries to do Something_A over and over,escaped,escaped,Doug possess(es) a guitar >Enables> Doug tries to play a new song over and over****Doug possess(es) a guitar >Enables> Doug tries playing a song on  the guitar****Doug possess(es) a guitar >Enables> Doug tries practicing the song over and over,Someone_A possess(es) Something_A (that is a musical instrument) >Enables> Someone_A tries to play Something_B (that is a song Someone_A wants to learn) over and over****Someone_A possess(es) Something_A (that is a musical instrument ) >Enables> Someone_A practices  Something_B (that is a song) on  Something_A****Someone_A possess(es) Something_A  (that is a musical instrument) >Enables> Someone_A practices a song on Something_A over and over,escaped,escaped,escaped,escaped,Doug tries to play a new song over and over >Causes> Doug feel(s) frustration****Doug tries  over and over to  play a song >Causes> Doug feel(s) frustrated ****Doug tries over and over >Causes> Doug feel(s) frustrated,Someone_A (who wants to learn Something_A that is a new song) tries to play Something_A over and over >Causes> Someone_A feel(s) frustration****Someone_A (who is trying to learn Something_A) tries  doing Something_A repeatedly  >Causes> Someone_A feel(s) frustrated ****Someone_A does Something_A over and over >Causes> Someone_A feel(s) frustrated,escaped,escaped,escaped,escaped,escaped,escaped
c1fea0ce-d448-4ad1-b328-c91977dff9ad__0,The man poured a glass of water.****He looked in the water.****There was something floating in there.****He poured the water out.****He got water in another glass.,The man poured a glass of water.,AGTKQI9PCODC5****A2MHM7JK1T9XHR****A1UYU9PV266WTT,escaped,escaped,escaped,escaped,escaped,escaped,The man possess(es) a glass >Enables> The man  poured a glass  of  water****The man possess(es) a glass >Enables> The man pours a glass of  water****The man possess(es) a glass >Enables> The man pours a glass of  water,Someone_A possess(es) Something_B (that is a container) >Enables> Someone_A pours  Something_A (that is liquid) in  Something_B (that is a container)****Someone_A possess(es) Something_A (that is a vessel) >Enables> Someone_A fills Something_A with Something_B****Someone_A possess(es) Something_A (that is a container) >Enables> Someone_A pours Something_B into Something_A (that is a container),The man  is thirsty >Enables> The man  poured a glass  of  water****The man is thirsty >Enables> The man pours a glass of water****The man need(s) water >Enables> The man pours a glass of  water,Someone_A is thirsty  >Enables> Someone_A pours Something_A (that is liquid) of  Something_B (that is a container)****Someone_A is thirsty >Enables> Someone_A gets a drink****Someone_A need(s) water >Enables> Someone_A pours a glass of  water,The man  poured a glass  of  water >Causes/Enables> The man looked  at  the water  in  the glass****The man poured a glass  of  water >Causes/Enables> The man looked in  the water****The man pours a glass of  water >Causes/Enables> He looks in  the water,Someone_A pours  Something_A (that is liquid) in  Something_B (that is a container) >Causes/Enables> Someone_A looks  at  Something_A (that is liquid) in  Something_B (that is a container)****Someone_A pours Something_A (that is a liquid) into a vessel >Causes/Enables> Someone_A looks at  Something_A****Someone_A pours Something_A (that is liquid) into Something_B (that is a container) >Causes/Enables> Someone_A looks in  Something_A (that is liquid),escaped,escaped,The man  poured a glass  of  water >Results in> Water is in the glass****The man  poured a glass  of  water >Results in> The water is in the glass****A man pours a glass of  water >Results in> Water is in the glass,Someone_A pours  Something_A (that is liquid) in  Something_B (that is a container) >Results in> Something_A (that is liquid) is in Something_B (that is a container)****Someone_A put Something_A inside  Something_B >Results in> Something_A is in Something_B****Someone_A pours Something_A into Something_B (that is a container) >Results in> Something_A is in Something_B,escaped,escaped,escaped,escaped
c1fea0ce-d448-4ad1-b328-c91977dff9ad__2,The man poured a glass of water.****He looked in the water.****There was something floating in there.****He poured the water out.****He got water in another glass.,There was something floating in there.,AGTKQI9PCODC5****A2MHM7JK1T9XHR****ATR6RB1RULOC0,The man  looked  into  the glass  of  water >Causes/Enables> The man saw something floating  in  the water****The man looked in  the water >Causes/Enables> Something was floating in  there****The man  pours water  into  a dirty glass >Causes/Enables> Something floats in  his water,Someone_A looks  in  Something_B (that is a container) >Causes/Enables> Someone_A sees Something_C in  Something_B (that is a container)****Someone_A looked inside Something_A >Causes/Enables> Something_B was in  there****Someone_A pours Something_A (that is liquid ) into  Something_B (that is a dirty container ) >Causes/Enables> Debris floats  in  Something_A,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,The man saw  something floating  in  the water >Causes> The man feel(s) disgusted****Something was floating in  the glass >Causes> The man feel(s) disgusted****Something floats in  the water >Causes> The man feel(s) disappointment,Someone_A sees Something_A (that is disgusting ) in  Something_B (that is edible) >Causes> Someone_A feel(s) disgusted****Something_A (that does not belong) is  in  Someone_A's drink >Causes> Someone_A feel(s) disgusted****Something_A (that Someone_A is planning to drink) is  dirty >Causes> Someone_A feel(s) disappointment,escaped,escaped,escaped,escaped,escaped,escaped
c341112e-4774-4e25-b032-d5280e2e645d__4,Elliot is at school.****He is eating lunch.****Bullies come up and take his lunch.****Elliot gets sad.****Elliot starts to cry and runs home.,Elliot starts to cry and runs home.,A2KG59JUICJLP0****A34CQE6RGU49L7****A5PKYZJRK1ZFW,Bullies take Elliot's lunch >Causes/Enables> Elliot runs home crying****Bullies take Elliot's lunch >Causes/Enables> Elliot cries while running home****Bullies take Elliot's lunch >Causes/Enables> Elliot starts to cry and runs home,Some People_A (who are bullies) take the lunch of Someone_A >Causes/Enables> Someone_A runs home crying****Some People_A take Someone_A's lunch >Causes/Enables> Someone_A cries while running  home****Some People_A take Somone_A's Something_A >Causes/Enables> Someone_A starts to cry and runs Somewhere_A,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
c3ac04f7-b244-4fc6-a6df-d00d89408bd3__0,Susan was getting a haircut for a wedding she was going to be in.****She was excited as she looked at the example pictures.****As she looked through them she seen one she loved.****She showed the hairdresser the cut that she had wanted.****The hairdresser did a great job and Susan loved it!,Susan was getting a haircut for a wedding she was going to be in.,A1UYU9PV266WTT****A33DSCVAUOWIQY****A1UOGYZFJF4BKW,escaped,escaped,escaped,escaped,Susan is at the hairdressers >Enables> Susan is getting a haircut****Susan is at the hairdresser's >Enables> Susan is getting a haircut for a wedding Susan is going to be in****Susan is at a barber shop >Enables> Susan gets a haircut for a wedding,Someone_A is at Somewhere_A (where Something A is given) >Enables> Someone_A is getting Something_A****Someone_A is at Somewhere_A (where Something_A to enhance the appearance is done) >Enables> Someone_A gets Something_A (done) for a special event****Someone_A is at Somewhere_A (where hair is styled) >Enables> Someone_A gets a haircut for Something_A (that is a formal event),escaped,escaped,escaped,escaped,escaped,escaped,Susan is getting a haircut >Causes> Susan feel(s) excited****Susan is getting a haircut for a wedding she is going to be in >Causes> Susan feel(s) excited****Susan gets a haircut for a wedding >Causes> Susan feel(s) happy,Someone_A is getting Something_A >Causes> Someone_A feel(s) excited****Someone_A is getting Something_A (done to enhance their apperance) for a special event >Causes> Someone_A feel(s) excited****Someone_A gets Something_A (that is a hairstyle) for Something_B (that is a formal event) >Causes> Someone_A feel(s) happy,escaped,escaped,escaped,escaped,escaped,escaped
c3ff2ba7-57b1-4de4-9746-98851a7322a0__2,"Julie had chores to do every day.****Her least favorite task was to take the garbage out.****One day, she tried to throw the garbage bag into the can.****She fell and ended up inside the can!****Julie was so disgusted!","One day, she tried to throw the garbage bag into the can.",A1815TOQ1PZ7JH****A33DSCVAUOWIQY****A1UDOSYE75OYYI,escaped,escaped,escaped,escaped,escaped,escaped,Julie possess(es) garbage she needs to take out >Enables> Julie tries to throw the garbage bag into the can****Julie possess(es) garbage >Enables> Julie tries to throw the garbage bag into the can****Julie  possess(es) a trash bag  >Enables> She  tries to throw  the trash bag  in  the trash can,Someone_A possess(es) trash >Enables> Someone_A wants to hurl the bag into the can****Someone_A possess(es) Something_A (that is unwanted) >Enables> Someone_A tries to throw Something_A into Something_B (where unwanted things go)****Someone_A possess(es) Something_A  (that is trash ) >Enables> Someone_A tries to throw  Something_A in  the trash can,escaped,escaped,Julie tries to throw the garbage bag into the can >Causes/Enables> Julie ends up falling into the can****Julie tries to throw the garbage bag into the can >Causes/Enables> Julie falls in the can****Julie  tries to throw  the trash bag in  the trash can  >Causes/Enables> Julie falls in  the trash can,Someone_A tries to toss the bag into the can >Causes/Enables> Someone_A falls into the can****Someone_A tries to throw Something_A into Something_B >Causes/Enables> Someone_A falls into Something_B****Someone_A tries to throw  Something_A (that is trash ) in  the trash can  >Causes/Enables> Someone_A falls  in  the trash can,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
c4a854d4-1577-4f0f-917d-fc513ca1ac36__0,The baby screamed for its mother.****The mother gave the baby a bottle.****The baby threw the bottle on the floor.****The mother picked up the baby.****The baby stopped screaming.,The baby screamed for its mother.,A1NPSBHME4MVX4****A1UYU9PV266WTT****A33DSCVAUOWIQY,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,The baby screams for its mother >Causes/Enables> Its mother gives the baby a bottle****The baby screams for  it's mother >Causes/Enables> The baby's mother gives the baby a bottle****The baby screams for its mother >Causes/Enables> The mother gives the baby a bottle,Someone_A (who is a child) screams for Someone_B (who is a parent) >Causes/Enables> Someone_B gives Someone_A Something_A (that Someone_A wants)****Someone_A screams before Someone_B >Causes/Enables> Someone_B gives Something_A (that is meant to calm Someone a) to  Someone_A****Someone_A (who is an infant) screams for Someone_B (who is Someone_A's parent) >Causes/Enables> Someone_B gives Someone_A a bottle,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
c4a854d4-1577-4f0f-917d-fc513ca1ac36__2,The baby screamed for its mother.****The mother gave the baby a bottle.****The baby threw the bottle on the floor.****The mother picked up the baby.****The baby stopped screaming.,The baby threw the bottle on the floor.,A1QAQ72HQ921UG****A33DSCVAUOWIQY****A1UYU9PV266WTT,The mother gave the baby a bottle >Causes/Enables> The baby threw the bottle****The baby's mother gives the baby a bottle >Causes/Enables> The  baby throws the bottle on the floor****The mother  gives the baby a bottle >Causes/Enables> The baby throws the bottle  on  the floor,Someone_A gave Someone_B (that is a baby) Something_A >Causes/Enables> Someone_B (that is a baby) threw Something_A****Someone_A (who is Someone_B's parent) gives Someone_B (who is an infant) a bottle >Causes/Enables> Someone_B throws the bottle on the floor****Someone_A (that is a parent) gives Someone_B (that is a child) Something_A >Causes/Enables> Someone_B (that is a child) throws Something_A on,The baby feel(s) angered >Motivates> The baby threw the bottle****The baby feel(s) stressed >Motivates> The baby throws the bottle on the floor****The baby feel(s) frustrated >Motivates> The baby throws the bottle on  the floor,Someone_A feel(s) angered >Motivates> Someone_A throws Something_A****Someone_A (who is an infant) feel(s) stressed >Motivates> Someone_A throws Something_A (that they don't want) on the floor****Someone_A feel(s) frustrated >Motivates> Someone_A throws Something_A on  the floor,escaped,escaped,The baby possess(es) a bottle >Enables> The baby threw the bottle****The baby possess(es) a bottle >Enables> The baby throws the bottle on the floor****The baby possess(es) a bottle >Enables> The baby throws the bottle on  the floor,Someone_A possess(es) Something_A >Enables> Someone_A throws Something_A****Someone_A (who is an infant) possess(es) a bottle >Enables> Someone_A throws the bottle on the floor****Someone_A possess(es) Something A >Enables> Someone_A throws Something_A on  the floor,escaped,escaped,The baby threw a bottle >Causes/Enables> The mother soothed the baby****The  baby throws the bottle on the floor >Causes/Enables> The baby's mother picks up the baby****The baby throws the bottle on  the floor >Causes/Enables> The mother  picks the baby up,Someone_A (that is a baby) throws Something_A >Causes/Enables> Someone_B (that is the mother) soothed Someone_A (that is the baby)****Someone_A (who is an infant) throws Something_A on the floor >Causes/Enables> Someone_B (who is Someone_A's parents) picks up Someone_A****Someone_A (that is a child) throws Something_A on  the floor >Causes/Enables> Someone_B (that is a parent) picks Someone_A (that is a child) up,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
c6221adb-31d2-40ed-9a20-ba3a881a5c8b__2,Donna was driving on the highway.****An ambulance was behind Donna.****She didn't pull over for the ambulance to pass.****A police officer saw everything happen.****He pulled over Donna and gave her a ticket.,She didn't pull over for the ambulance to pass.,A2KG59JUICJLP0****A3L0I55SEJU1HJ****A5PKYZJRK1ZFW,escaped,escaped,escaped,escaped,escaped,escaped,Donna possess(es) a car >Enables> Donna doesn't pull over for the ambulance to pass****Donna possess(es) a car. >Enables> Donna didn't pull over for the ambulance to pass.****Donna possess(es) a car >Enables> Donna didn't pull over for the ambulance,Someone_A possess(es) a car >Enables> Someone_A doesn't pull over for an ambulance to pass****Someone_A possess(es) a car. >Enables> Someone_A didn't pull over for the ambulance to pass.****Someone_A possess(es) a car >Enables> Someone_A didn't pull over for Something_A,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
c78c7020-b66a-4662-83b8-3df9c2ccd8cb__1,When I was younger I used to love to write stories.****My favorite story was one I had written about my dog.****In the story me and my dog went on adventures together.****I showed the story to all of my friends and they loved it.****I still really love writing stories and sharing them with others.,My favorite story was one I had written about my dog.,A1UYU9PV266WTT****A33DSCVAUOWIQY****A2CMYWI1J292YJ,I write stories >Causes/Enables> My favorite story is one I had written about my dog****I used to like writing stories when I was younger >Causes/Enables> My favorite story was one I had written  about my dog****i love to write stories >Causes/Enables> favorite story is the one about my dog,Someone_A writes stories >Causes/Enables> Someone a's favorite story is about Something_A****Someone_A writes stories >Causes/Enables> Someone a's favorite story is about Something_A*****Someone_A loves to write stories >Causes/Enables> favorite story is the one about Something_A,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
c78c7020-b66a-4662-83b8-3df9c2ccd8cb__2,When I was younger I used to love to write stories.****My favorite story was one I had written about my dog.****In the story me and my dog went on adventures together.****I showed the story to all of my friends and they loved it.****I still really love writing stories and sharing them with others.,In the story me and my dog went on adventures together.,A33DSCVAUOWIQY****A2CMYWI1J292YJ****ATR6RB1RULOC0,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,My dog and I go on adventures in the story >Causes/Enables> I show the story to all my friends and they love it****me and my dog  go on adventures in my story >Causes/Enables> my friends love the story****I write a story >Causes/Enables> I show the story to my friends,Someone_A and Something_A (that is a pet) go on adventures in a story that Someone_A writes >Causes/Enables> Someone_A shows the story to Some People_A (who are Someone_A's friends and they love it)****Someone_A writes Something_A (that is an adventure story) >Causes/Enables> Some People_A (who are someone_A's friends) love Something_A (that is an adventure story)****Someone_A writes Something_A >Causes/Enables> Someone_A shows Someone_A to Some People_A,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
c78c7020-b66a-4662-83b8-3df9c2ccd8cb__3,When I was younger I used to love to write stories.****My favorite story was one I had written about my dog.****In the story me and my dog went on adventures together.****I showed the story to all of my friends and they loved it.****I still really love writing stories and sharing them with others.,I showed the story to all of my friends and they loved it.,A33DSCVAUOWIQY****ATR6RB1RULOC0****A1QAQ72HQ921UG,escaped,escaped,escaped,escaped,escaped,escaped,I possess(es) a story >Enables> I show the story to my friends****I possess(es) a story >Enables> I show the story to my friends ****I possess(es) a story I made >Enables> I show the story I made to my friends,Someone_A possess(es) Something_A (that Someone_A created) >Enables> Someone_A shows Something_A to Some People_A****Someone_A possess(es) Something_A (that Someone_A created) >Enables> Someone_A shows Something_A to Some People_A****Someone_A possess(es) Something_A (that they made) >Enables> Someone_A shows Something_A to Some People_A (who are friends of theirs),escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
c8a7de06-4270-4ad8-b33b-4e16a94af738__3,My son loves bedtime stories.****My mother bought my son 20 books.****My son wanted all 20 books read to him.****I diligently read all 20 books to my child.****My son enjoyed his new stories being read to him.,I diligently read all 20 books to my child.,A33DSCVAUOWIQY****A3MPQHRJ7KMSAV****A1UDOSYE75OYYI,escaped,escaped,escaped,escaped,escaped,escaped,My son possess(es) 20 books >Enables> I read 20 books to my son****My son possess(es) 20 books >Enables> I diligently read all 20 books to my child****My son  possess(es) books  >Enables> I  read books  to  my son,Someone_A possess(es) books >Enables> Someone_B reads the books to Someone_A****Someone_A possess(es) Something_A (that are books) >Enables> Someone_B (who is Someone_A's parent) reads Something_A to Someone_A****Someone_A (who is a parent ) possess(es) books  >Enables> Someone_A reads  Something_A (that are books ) to  Someone_B,escaped,escaped,escaped,escaped,I  read 20 books to my son >Causes> My son feel(s) happy****I diligently read all 20 books to my child >Causes> My son feel(s) happy****I  read  books  to  my son  >Causes> He  feel(s) joy,Someone_A does  Something_A (that Someone_B really wants) for Someone_B >Causes> Someone_B feel(s) happy****Someone_A does Something_A for Someone_B >Causes> Someone_B feel(s) happy****Someone_A (who is a parent ) reads  Something_A (that are books ) to  Someone_B >Causes> Someone_B feel(s) joy,escaped,escaped,escaped,escaped,escaped,escaped
c8c00e07-044b-46f8-b8e6-9cfa40349421__0,The man made pancakes.****He poured syrup on the pancakes.****He took a bite.****He accidentally had used raspberry syrup.****He gave the rest of the pancakes to his sister.,The man made pancakes.,A1UYU9PV266WTT****A1NPSBHME4MVX4****A33DSCVAUOWIQY,escaped,escaped,escaped,escaped,The man is in the kitchen >Enables> The man makes pancakes****The man is in the kitchen >Enables> The man makes pancakes****The man is in the kitchen >Enables> The man makes pancakes,Someone_A is in Somewhere_A (where food is usually prepared) >Enables> Someone_A makes Something_A (that is food)****Someone_A is in the kitchen >Enables> Someone_A makes Something_A (that is food)****Someone_A is in the kitchen >Enables> Someone_A makes Something_A (that is food),The man possess(es) the ingredients to make pancakes >Enables> The man makes pancakes****The man possess(es) pancake mix >Enables> The man makes pancakes****The man possess(es) ingredients for pancakes >Enables> The man makes pancakes,Someone_A possess(es) Some Things_A (that are needed to make Something A) >Enables> Someone_A makes Something_A****Someone_A possess(es) Something_A (that is used to make Something_B that is a kind of food) >Enables> Someone_A makes Something_B****Someone_A possess(es) ingredients for Something_A >Enables> Someone_A makes Something_A,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,The man makes pancakes >Results in> The man possess(es) pancakes****The man makes pancakes >Results in> The man possess(es) pancakes****The man makes pancakes >Results in> The man possess(es) pancakes,Someone_A makes Something_A >Results in> Someone_A possess(es) Something_A****Someone_A makes Something_A (that is food) >Results in> Someone_A possess(es) Something_A****Someone_A makes Something_A >Results in> Someone_A possess(es) Something_A,escaped,escaped
c8c00e07-044b-46f8-b8e6-9cfa40349421__1,The man made pancakes.****He poured syrup on the pancakes.****He took a bite.****He accidentally had used raspberry syrup.****He gave the rest of the pancakes to his sister.,He poured syrup on the pancakes.,A1UOGYZFJF4BKW****A1NPSBHME4MVX4****AGTKQI9PCODC5,escaped,escaped,escaped,escaped,escaped,escaped,The man possess(es) syrup >Enables> The man pours syrup on his pancakes****The man possess(es) pancake syrup >Enables> The man pours syrup on the pancakes****The man possess(es) a syrup bottle >Enables> The man pours  syrup  on  the pancakes,Someone_A possess(es) Something_A (that is edible and sweet) >Enables> Someone_A pours Something_A on Something_B (that is also edible)****Someone_A possess(es) Something_A and Something_B >Enables> Someone_A pours Something_A (that is a condiment) on Something_B (that is a food)****Someone_A possess(es) Something_B (that is a container containing Something_A) >Enables> Someone_A pours  Something_A on  Something_C,escaped,escaped,The man pours syrup on the pancakes >Causes/Enables> The man takes a bite of the pancakes****The man pours syrup on the pancakes >Causes/Enables> The man takes a bite of the pancakes****The man poured  syrup  on  the pancakes >Causes/Enables> The man  ate  the pancakes,Someone_A pours Something_A (that is edible and sweet) on Something_B (that is edible) >Causes/Enables> Someone_A takes a bite of Something_B****Someone_A (who plans to eat Something_B) pours Something_A (that is intended to improve the taste of Something_B) on Something_B (that is a food) >Causes/Enables> Someone_A takes a bite of Something_B****Someone_A adds Something_A (that is a condiment ) to  Something_B (that is edible) >Causes/Enables> Someone_A eats Something_B (that is edible),The man pours syrup on the pancakes >Causes> The man feel(s) excited****The man pours syrup among the pancakes >Causes> The man feel(s) anticipation****The man  poured  syrup  on  the pancakes  >Causes> The man  feel(s) eager,Someone_A pours Something_A (that is edible and sweet) on Something_B (that is also edible) >Causes> Someone_A feel(s) excited****Someone_A (who plans to eat Something_B) pours Something_A (that gets Something_B ready to eat by improving the taste) on Something_B (that is food) >Causes> Someone_A feel(s) anticipation****Someone_A makes  Something_A (that is edible) more  delicious >Causes> Someone_A feel(s) eager,escaped,escaped,escaped,escaped,escaped,escaped
c8c00e07-044b-46f8-b8e6-9cfa40349421__4,The man made pancakes.****He poured syrup on the pancakes.****He took a bite.****He accidentally had used raspberry syrup.****He gave the rest of the pancakes to his sister.,He gave the rest of the pancakes to his sister.,A1UYU9PV266WTT****A1QAQ72HQ921UG****A2MHM7JK1T9XHR,escaped,escaped,escaped,escaped,escaped,escaped,The man possess(es) the pancakes >Enables> The man gives the pancakes to  his sister****The man possess(es) pancakes >Enables> The man gives the pancakes to  his sister****The man possess(es) pancakes >Enables> The man gave the pancakes to  his sister,Someone_A possess(es) Something_A >Enables> Someone_A gives  Something_A to  Someone_B****Someone_A possess(es) Something_A (that is food) >Enables> Someone_A gives Something_A to Someone_B****Someone_A possess(es) Something_A >Enables> Someone_A gives Something_A to  Someone_B,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
c90c7627-1565-41ad-885d-7cdc0830e9be__3,"I told my wife I was going to make pizza for dinner tonight.****I went to the store and got all of the ingredients.****When I got home I started making the pizza.****I put it in the oven for twenty minutes.****When it was done cooking, we ate it and found it delicious!",I put it in the oven for twenty minutes.,A1UYU9PV266WTT****A1NPSBHME4MVX4****A3PPLDHC3CG0YN,escaped,escaped,escaped,escaped,escaped,escaped,I possess(es) a pizza >Enables> I put the pizza in  the oven****I possess(es) a raw pizza >Enables> I bake the pizza in the oven****I possess(es) uncooked pizza >Enables> I put  the pizza in  the oven,Someone_A possess(es) Something_A >Enables> Someone_A puts Something_A in  Something_B****Someone_A possess(es) Something_A >Enables> Someone_A puts Something_A in  Something_B****Someone_A possess(es) Something_A >Enables> Someone_A puts Something_A in  Something_B,escaped,escaped,escaped,escaped,escaped,escaped,I put the pizza in  the oven >Results in> The pizza is in the oven ****I put in the oven >Results in> The pizza is in the oven****I put  the pizza in  the oven  >Results in> The pizza is inside of the oven,Someone_A puts Something_A in  Something_B >Results in> Something_A is in Something_B****Someone_A put  Something_A  in  Somewhere_A >Results in> Something_A is inside of Somewhere_A****Someone_A put  Something_A  in  Somewhere_A >Results in> Something_A is inside of Somewhere_A,escaped,escaped,escaped,escaped
c9a859d8-c19b-448d-8100-33f603731633__2,Aaron was running late for school.****He could see the bus pulling up down the road.****Aaron ran outside to catch the bus.****He forgot to take his jacket.****Aaron was cold for the rest of the day.,Aaron ran outside to catch the bus.,A2KG59JUICJLP0****A3PPLDHC3CG0YN****A34CQE6RGU49L7,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,Aaron runs to catch the bus >Causes/Enables> Aaron  forgets to take his jacket****Aaron  ran  outside for  the bus >Causes/Enables> Aaron  forgot to  take his jacket****Aaron  runs to catch  the bus >Causes/Enables> Aaron forgets his jacket,Someone_A (who is late to school) rushes to catch Something_A (that is a school bus) >Causes/Enables> Someone_A forgets to take Something_B****Someone_A ran  outside for  Something_A (that is the bus) >Causes/Enables> Someone_A forgot to  take Something_B ****Someone_A (who is late to school) rushes to catch Something_A (that is a school bus) >Causes/Enables> Someone_A forgets to take Something_B,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
c9cffbe1-c18b-4428-b15c-44031abb1f2f__0,I had to clean my room the other day.****While I was cleaning under my bed I saw a spider.****I was so shocked that I screamed.****I ran down stairs to get a boot.****I put my boot on and squashed the spider.,I had to clean my room the other day.,ATR6RB1RULOC0****A1UYU9PV266WTT****A1UOGYZFJF4BKW,escaped,escaped,escaped,escaped,I  am in my room >Enables> I clean my room****I am in my room >Enables> I  clean my room****I am at home in my room >Enables> I need to clean my room,Someone_A is at Somewhere_A >Enables> Someone_A cleans Somewhere_A****Someone_A is in Somewhere_A >Enables> Someone_A cleans Somewhere_A****Someone_A is at Somewhere_A >Enables> Someone_A needs to clean Something_A (that is a part of Somewhere_A),escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
ca0a600b-17df-4ad8-9b3b-751215f1408c__2,Jeff had a dog for a long time.****Jeff was good to it everyday.****One day while Jeff went out to feed his dog.****He seen his dog laying on the ground.****He went over to check to see and his dog was dead.,One day while Jeff went out to feed his dog.,A1NPSBHME4MVX4****A1UYU9PV266WTT****A3PPLDHC3CG0YN,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,Jeff goes out to feed his dog >Causes/Enables> Jeff sees his dog laying on the ground****Jeff goes out to feed his dog >Causes/Enables> He sees his dog laying on  the ground****Jeff went out  to  feed his dog >Causes/Enables> Jeff saw his dog laying down,Someone_A (who has Something_A that is a dog) goes out to feed Something_A >Causes/Enables> Someone_A sees Something_A laying on the ground****Someone_A goes out to feed Something_A (that is a pet) >Causes/Enables> Someone_A sees Something_A laying (that is a pet) on  Something_B****Someone_A went out  to  feed Something_A (that is Someone_A's dog) >Causes/Enables> Someone_A saw Something_A laying down,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
ca0a600b-17df-4ad8-9b3b-751215f1408c__3,Jeff had a dog for a long time.****Jeff was good to it everyday.****One day while Jeff went out to feed his dog.****He seen his dog laying on the ground.****He went over to check to see and his dog was dead.,He seen his dog laying on the ground.,A1QAQ72HQ921UG****A1UOGYZFJF4BKW****A3PPLDHC3CG0YN,Jeff went to feed his dog >Causes/Enables> Jeff saw his dog on the ground****Jeff goes to feed his dog >Causes/Enables> Jeff sees his dog lying on the ground****Jeff went out to feed his dog >Causes/Enables> Jeff saw his dog on  the ground,Someone_A went to feed Something_A (that is a pet) >Causes/Enables> Someone_A notices Something_A (that is not currently getting up)****Someone_A goes to feed Something_A (that is a pet) >Causes/Enables> Someone_A sees Something_A lying on the ground****Someone_A went out to feed Something_A (that is Someone_A's dog) >Causes/Enables> Someone_A saw Something_A on  Something_B (that is the ground),escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped,escaped
